election_date,list,district_id,constituency_city,votes_count,oath_date,seniority,party_full,city_of_birth,date_of_birth,education,finished_school,occupation,voting_participation,name,party_short,additional_info,party_function,academic_degree,sejm_function,mandate_expiry_date
13-10-2019,Koalicja Obywatelska,20,Warszawa,64255,12-11-2019,poseł VIII kadencji,"Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Legionowo,02-11-1972,wyższe,"Akademia Teologii Katolickiej, Wydział Filozofii, Etyka - magister (1996)",poseł,96.9,Grabiec Jan,KO,,,,,
13-10-2019,Koalicja Obywatelska,31,Katowice,9304,12-11-2019,brak,Koło Parlamentarne Polska 2050,Katowice,08-10-1971,wyższe,"Uniwersytet Śląski W Katowicach, Wydział Prawa i Administracji, prawo - magister (1999)Uniwersytet Śląski w Katowicach, Wydział Prawa i Administracji, nauki prawne - doktor (1999)",prawnik,98.03,Gramatyka Michał,Polska2050,,,doktor,,
13-10-2019,Prawo i Sprawiedliwość,41,Szczecin,58912,12-11-2019,brak,Klub Parlamentarny Prawo i Sprawiedliwość,Nowy Sącz,13-03-1968,wyższe,"Wyższa Szkoła Morska w Gdynin, Wydział Mechaniczny, eksploatacja siłowni okrętowych - magister inżynier (1993)Akademia Techniczno-Rolnicza w bydgoszczy, telekomunikacja cyfrowa (1998) - studia podyplomowe",inżynier mechanik,99.47,Gróbarczyk Marek,PiS,,,,,
13-10-2019,Koalicja Obywatelska,39,Poznań,17933,12-11-2019,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Wronki,26-09-1952,wyższe,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Polonistyki, Historia Literatury - magister (1976)",historyk kultury,99.17,Grupiński Rafał,KO,wiceprzewodniczący klubu,wiceprzewodniczący,,,
13-10-2019,Polskie Stronnictwo Ludowe,36,Kalisz,21214,12-11-2019,"poseł X kadencji, poseł II kadencji, poseł IV kadencji, poseł V kadencji, poseł VI kadencji","Klub Parlamentarny Koalicja Polska - PSL, UED, Konserwatyści",Siedlików,23-08-1956,wyższe,"Uniwersytet Przyrodniczy w Poznaniu, Wydział Ogrodniczy - magister inżynier (1981)Wyższa Szkoła Bankowa w Poznaniu, bankowość (2001) - studia podyplomoweUniwersytet Ekonomiczny w Poznaniu, ekonomia - doktor (2018)",ekonomista,92.07,Grzyb Andrzej,KP,,,doktor,,
13-10-2019,Prawo i Sprawiedliwość,14,Nowy Sącz,12437,12-11-2019,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Zakopane,30-10-1960,wyższe,"Uniwersytet Ekonomiczny, Ekonomia Obrotu, gospodarka turystyczna - magister (1986)Uniwersytet Ekonomiczny, gospodarka regionalna (2003) - studia doktoranckie",menadżer,94.07,Gut-Mostowy Andrzej,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,24,Białystok,14101,12-11-2019,"poseł V kadencji, poseł VI kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Radziłów,10-06-1962,średnie zawodowe,"Technikum Melioracji Wodnych, Melioracja - technik (1982)",parlamentarzysta,99.71,Gwiazdowski Kazimierz,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,2,Wałbrzych,8049,12-11-2019,brak,Klub Parlamentarny Prawo i Sprawiedliwość,Ząbkowice Śl.,14-12-1977,wyższe,"Politechnika Wrocławska, Wydział Mechaniczny, mechanika i budowa maszyn - inżynier (2000)Politechnika Poznańska, Wydział Zarządzania, Zarzadzanie i inzynieria produkcji - magister (2007)Uniwersytet ekonomiczny, finanse i bankowość (2019) - studia podyplomowe",inżynier,99.09,Gwóźdź Marcin,PiS,,,,,
13-10-2019,Koalicja Obywatelska,7,Chełm,21483,12-11-2019,brak,"Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Sowieda,01-08-1951,wyższe,"Akademia Medyczna w Lublinie, Wydział Lekarski - lekarz (1981)Uniwersytet Marii Curie-Skłodowskiej, zarządzanie projektami europejskimi (2003) - studia podyplomoweWyższa Szkoła Ekonomii i Innowacji w Lublinie, zarządzanie zakładami opieki zdrowotnej i administracja zdrowiem publicznym (2008) - studia podyplomowe",lekarz medycyny,89.02,Haidar Riad,KO,,,,,
13-10-2019,Prawo i Sprawiedliwość,7,Chełm,8622,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Krasnystaw,13-04-1953,średnie ogólne,Liceum Ogólnokształcące w Tarnogórze (1972),parlamentarzysta,97.41,Hałas Teresa,PiS,,,,,
13-10-2019,Koalicja Obywatelska,11,Sieradz,10535,12-11-2019,"poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Zgierz,12-01-1963,wyższe,"Uniwersytet Łódzki, Wydział Prawa i Administracji, Prawo - magister (1987)Uniwersytet Łódzki, Pomoc Społeczna (1995) - studia podyplomoweUniwersytet Łódzki, Organizacja Pomocy Społecznej (1999) - studia podyplomowe",prawnik,99.16,Hanajczyk Agnieszka,KO,,,,,
13-10-2019,Koalicja Obywatelska,40,Koszalin,10280,12-11-2019,brak,"Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Łódź,01-02-1951,wyższe,"Akademia Medyczna w Łodzi, Wydział Lekarski - lekarz (1976)specjalizacja II stopnia z chirurgii ogólnej (1980)specjalizacja II stopnia z chirurgii onkologicznej (1992)",lekarz specjalista chirurgii onkologicznej,98.84,Hardie-Douglas Jerzy,KO,,,,,
13-10-2019,Koalicja Obywatelska,5,Toruń,10865,12-11-2019,brak,"Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Rypin,06-09-1970,średnie ogólne,Liceum ogólnokształcące w Toruniu (2022),sprzedawca,98.74,Hartwich Iwona,KO,,,,,
13-10-2019,Koalicja Obywatelska,37,Konin,16813,12-11-2019,poseł VIII kadencji,Koło Parlamentarne Polska 2050,Gniezno,05-10-1977,wyższe,"Szkoła Wyższa im. P. Włodkowica w Płocku, Wydział Politologii, Politologia i Nauki Społeczne - licencjat (1999)Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Nauk Społecznych, Politologia - magister (2001)Akademia Ekonomiczna w Poznaniu, Analiza Finansowa i Controlling (2005) - studia podyplomowe",ekonomista,98.17,Hennig-Kloska Paulina,Polska2050,,,,,
13-10-2019,Prawo i Sprawiedliwość,40,Koszalin,33083,12-11-2019,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Jelenin,22-02-1954,wyższe,"Pomorska Akademia Medyczna, Wydział Lekarski - lekarz (1979)",lekarz medycyny,99.72,Hoc Czesław,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,37,Konin,42859,12-11-2019,brak,Klub Parlamentarny Prawo i Sprawiedliwość,Poznań,05-07-1963,wyższe,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Nauk Społecznych, nauki polityczne - magister (1990)",politolog,99.78,Hoffmann Zbigniew Grzegorz,PiS,,,,,
13-10-2019,Koalicja Obywatelska,40,Koszalin,11572,12-11-2019,"poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Koszalin,15-06-1953,wyższe,"Pomorski Uniwersytet Medyczny, Wydział Lekarski - lekarz (1978)Szkoła Główna Handlowa w Warszawie, Zarządzanie Zakładami Opieki Zdrowotnej (2005) - studia podyplomoweWyższa Szkoła Bankowa w Poznaniu, Akademia Liderów Samorządowych (2010) - studia podyplomowe",lekarz specjalista położnictwa i ginekologii,95.69,Hok Marek,KO,,,,,
13-10-2019,Prawo i Sprawiedliwość,26,Słupsk,86079,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Gdańsk,02-10-1981,wyższe,"Uniwersytet Gdański, Wydział Nauk Społecznych, Politologia - magister (2004)Uniwersytet Gdański, Wydział Prawa i Administracji, Prawo - magister (2006)",parlamentarzysta,96.93,Horała Marcin,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,3,Wrocław,15166,12-11-2019,brak,Klub Parlamentarny Prawo i Sprawiedliwość,Wrocław,09-09-1979,wyższe,"Uniwersytet Wrocławski, Wydział Nauk Społecznych, administracja publiczna - magister (2004)Uniwersytet Ekonomiczny we Wrocławiu, zarzadzanie jednostkami opieki zdrowotnej (2009) - studia podyplomoweUniwersytet Wrocławski, Wydział Prawa, Administracji i Ekonomii, ekonomia menadżerska - magister (2010)Uniwersytet Ekonomiczny we Wrocławiu, praktyka zarządzania projektami unijnymi (2011) - studia podyplomowe",ekonomista,99.81,Hreniak Paweł,PiS,,,,,
13-10-2019,Sojusz Lewicy Demokratycznej,16,Płock,15098,12-11-2019,brak,"Koalicyjny Klub Poselski Lewicy (Nowa Lewica, Razem)",Płock,29-01-1974,wyższe,"Prywatna Wyższa Szkoła biznesi i Administracji, Wydział Zarządzania, ekonomia - magister (2001)Politechnika Krakowska, audyt energetyczny (2009) - studia podyplomowe",ekonomista,96.74,Iwaniak Arkadiusz,Lewica,,,,,
13-10-2019,Prawo i Sprawiedliwość,41,Szczecin,11881,12-11-2019,"poseł V kadencji, poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Łomża,23-09-1951,wyższe,"Wojskowa Akademia Techniczna, Wydział Elektroniki, Radiolokacja (1973)Uniwersytet Szczeciński, Wydział Ekonomii, Ekonomika i Organizacja Transportu - magister (1994)Uniwersytet Szczeciński, Wydział Ekonomii, Ekonomika i Organizacja Transportu (1994)Warszawska Szkoła Zarządzania - Szkoła Wyższa, Zarządzanie Przedsiębiorstwem (2000) - studia podyplomowe",parlamentarzysta,98.95,Jach Michał,PiS,,,,,
13-10-2019,Koalicja Obywatelska,19,Warszawa,6434,12-11-2019,brak,"Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Wrocław,31-05-1988,wyższe,"Państwowa wyższa Szkoła Teatralna w Krakowie, Wydział Lalkarski, aktorstwo - magister sztuki (2013)",aktor,98.52,Jachira Klaudia,KO,,,,,
13-10-2019,Prawo i Sprawiedliwość,14,Nowy Sącz,16305,12-11-2019,"poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Chomranice,07-04-1964,wyższe,"Uniwersytet Jagielloński w Krakowie, Wydział Filologiczny, Filologia Polska - magister (1993)Państwowa Wyższa Szkoła Zawodowa w Nowym Sączu, Rachunkowość i zarządzanie finansami (2001) - studia podyplomowe",parlamentarzysta,99.31,Janczyk Wiesław,PiS,Powołany na funkcję członka Rady Polityki Pieniężnej,,,,09-02-2022
13-10-2019,Prawo i Sprawiedliwość,10,Piotrków Trybunalski,11599,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Zgorzelec,29-01-1977,wyższe,"Wyższa Szkoła Marketingu i Biznesu w Łodzi, Zarządzanie i Marketing, bankowość - licencjat (1999)Wojskowa Akademia Medyczna w Łodzi, Zdrowie Publiczne, zarządzanie i marketing w służbie zdrowia - magister (2001)",ekonomista,97.81,Janowska Małgorzata,PiS,,,,,
13-10-2019,Koalicja Obywatelska,38,Piła,30783,12-11-2019,"poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Wyrzysk,16-01-1962,wyższe,"Akademia Ekonomiczna w Poznaniu, Wydział Ekonomiki Produkcji i Obrotu, Ekonomika i Organizacja Obrotu Towarowego i Usług - magister (1985)Uniwersytet im. Adama Mickiewicza w Poznaniu, Samorząd Terytorialny (1992) - studia podyplomoweUniwersytet Ekonomiczny w Poznaniu, Rachunkowość (2009) - studia podyplomowe",ekonomistka,99.09,Janyska Maria Małgorzata,KO,,,,,
13-10-2019,Koalicja Obywatelska,3,Wrocław,30196,12-11-2019,"poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Aleksandrów Kujawski,26-01-1981,wyższe,"Akademia Ekonomiczna we Wrocławiu, Wydział Inżynieryjno-Ekonomiczny, Zarządzanie i inżynieria produkcji - magister inżynier (2006)",parlamentarzysta,98.81,Jaros Michał,KO,,,,,
13-10-2019,Koalicja Obywatelska,39,Poznań,67822,12-11-2019,brak,"Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Poznań,06-11-1965,wyższe,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Prawa i Administracji, prawnik - magister (1990)",notariusz,95.38,Jaśkowiak Joanna,KO,,,,,
13-10-2019,Koalicja Obywatelska,11,Sieradz,11999,12-11-2019,poseł VII kadencji,"Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Łódź,12-01-1979,wyższe,"Politechnika Łódzka, Wydział Organizacji i Zarządzania, ekonomista - magister (2003)Uniwersytet Łódzki, Wydział Prawa i Administracji, prawa finansowego i gospodarczego (2004) - studia podyplomowe",ekonomista,98.9,Joński Dariusz,KO,,,,,
13-10-2019,Prawo i Sprawiedliwość,15,Tarnów,12164,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Proszowice,16-11-1989,wyższe,"Krakowska Akademia im. Andrzeja Frycza Modrzewskiego, Wydział Prawa, Administracji i Stosunków Międzynarodowych, Politologia - Komunikacja Społeczna - magister (2013)",parlamentarzysta,99.91,Kaczmarczyk Norbert,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,12,Kraków,14731,12-11-2019,poseł VII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Sucha Beskidzka,19-11-1987,wyższe,"Wyższa Szkoła Turystyki i Ekologii w Suchej Beskidzkiej, Wydział Nauk Społecznych, politolog - licencjat (2010)",politolog,98.6,Kaczyński Filip,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,19,Warszawa,248935,12-11-2019,"senator I kadencji, poseł I kadencji, poseł III kadencji, poseł IV kadencji, poseł V kadencji, poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Warszawa,18-06-1949,wyższe,"Uniwersytet Warszawski, Wydział Prawa i Administracji - magister (1971)Uniwersytet Warszawski, Nauki prawne - doktor (1976)",prawnik,96.81,Kaczyński Jarosław,PiS,,,doktor,,
13-10-2019,Prawo i Sprawiedliwość,36,Kalisz,12632,12-11-2019,"senator VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Kalisz,25-06-1968,wyższe,"Wyższa Szkoła Kadr Menadżerskich w Koninie, Wydział Administracji (2018)",parlamentarzysta,99.97,Kaleta Piotr,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,19,Warszawa,17459,12-11-2019,brak,Klub Parlamentarny Prawo i Sprawiedliwość,Siedliszczo,29-07-1989,wyższe,"Uniwersytet Warszawski, Wydział Prawa i Administracji, prawnik - magister (2013)",radca prawny,98.91,Kaleta Sebastian,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,5,Toruń,10984,12-11-2019,brak,Klub Parlamentarny Prawo i Sprawiedliwość,Toruń,10-08-1986,wyższe,"Uniwersytet Mikołaja Kopernika w Toruniu, Wydział Teologii - magister (2011)Uniwersytet Mikołaja Kopernika w Toruniu, Wydział Politologii i Stosunków Międzynorodowych - magister (2015)Wyższa Szkoła Finansów i Zarządzania w Warszawie, Master of Business Administration (2018) - studia podyplomowe",politolog,96.33,Kałużny Mariusz,PiS,,,,,
13-10-2019,Konfederacja Wolność i Niepodległość,8,Zielona Góra,14251,12-11-2019,brak,Koło Poselskie Konfederacja,Zielona Góra,09-02-1983,wyższe,"Europa-Universitat Viadrina Frankfurt, Kulturoznawstwo - magister sztuki (2007)Uniwersytet Zielonogórski, zarządzanie ochroną informacji niejawnej (2008) - studia podyplomowe",przedsiębiorca,99.74,Kamiński Krystian,Konfederacja,,,,,
13-10-2019,Prawo i Sprawiedliwość,19,Warszawa,19797,12-11-2019,"poseł III kadencji, poseł IV kadencji, poseł V kadencji, poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Sochaczew,25-09-1965,wyższe,"Uniwersytet Warszawski, Wydział Historyczny, Historia - magister (1990)",historyk,92.55,Kamiński Mariusz,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,6,Lublin,12803,12-11-2019,brak,Klub Parlamentarny Prawo i Sprawiedliwość,Gdańsk,20-09-1991,wyższe,"Uniwersytet Warszawski, Wydział Prawa i Administracji, prawnik - magister (2015)",prawnik,98.76,Kanthak Jan,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,23,Rzeszów,18450,12-11-2019,brak,Klub Parlamentarny Prawo i Sprawiedliwość,Mielec,31-12-1961,wyższe,"Akademia Rolnicza w Krakowie, Wydział Rolniczy Oddział Technologii Żywności, mgr. inż Technologii Żywności - magister inżynier (1986)",dyrektor marketingu,96.5,Kapinos Fryderyk,PiS,,,,,
13-10-2019,Polskie Stronnictwo Ludowe,22,Krosno,11363,12-11-2019,"poseł II kadencji, poseł IV kadencji, poseł V kadencji, poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Polska - PSL, UED, Konserwatyści",Jarosław,30-03-1953,wyższe,"Akademia Rolnicza w Krakowie, Wydział Ekonomiki Produkcji i Obrotu Rolnego - magister inżynier (1978)Szkoła Główna Gosp. Wiejskiego Warszawa, kierowanie i zarządzanie (1986) - studia podyplomowePolska Akademia Nauk, prawo europejskie (1996) - studia podyplomowe",ekonomista,93.98,Kasprzak Mieczysław,KP,,,,,
13-10-2019,Koalicja Obywatelska,19,Warszawa,416030,12-11-2019,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Warszawa,05-05-1957,wyższe,"Uniwersytet Warszawski, Wydział Filozofii i Socjologii, Socjologia - magister (1983)",producent filmowy,98.5,Kidawa-Błońska Małgorzata,KO,,,,Wicemarszałek Sejmu od 12-11-2019,
13-10-2019,Koalicja Obywatelska,16,Płock,30013,12-11-2019,"poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Warszawa,22-08-1976,wyższe,"Politechnika Warszawska, Wydział Elektroniki i Technik Informacyjnych, Elektronika Biomedyczna - magister inżynier (2001)Politechnika Warszawska, Wydział Inżynierii Produkcji, Zarządzanie i Markieting - magister inżynier (2002)Instytut Organizacji i Zarządzania w Przemyśle ""ORGMASZ"", Studia Zarządzania Infrastrukturą IT (2003) - studia podyplomowe",inżynier elektronik,97.05,Kierwiński Marcin,KO,wiceprzewodniczący klubu,wiceprzewodniczący,,,
13-10-2019,Polskie Stronnictwo Ludowe,10,Piotrków Trybunalski,15977,12-11-2019,brak,"Klub Parlamentarny Koalicja Polska - PSL, UED, Konserwatyści",Rawa Mazowiecka,17-06-1980,wyższe,"Uniwersytet Jagielloński w Krakowie, Wydział Historyczny, historyk - magister (2005)Uniwersytet Warszawski, Politologia (2008) - studia doktoranckie",historyk,99.33,Klimczak Dariusz,KP,,,,,
13-10-2019,Koalicja Obywatelska,17,Radom,19320,12-11-2019,"poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Katowice,14-12-1963,wyższe,"Uniwersytet Warszawski, Dziennikarstwo, Nauki Polityczne, Dziennikarstwo - magister (1993)",dziennikarz,98.76,Kluzik-Rostkowska Joanna,KO,,,,,
13-10-2019,Prawo i Sprawiedliwość,24,Białystok,16138,12-11-2019,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Zambrów,13-06-1963,wyższe,"Uniwersytet Warszawski, Wydział Prawa i Administracji, Administracja - magister (1992)",poseł na Sejm RP,97.74,Kołakowski Lech,PiS,,,,,
13-10-2019,Koalicja Obywatelska,31,Katowice,11549,12-11-2019,"poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Katowice,02-09-1978,wyższe,"Uniwersytet Śląski, Wydział Nauk Społecznych, Politologia - magister (2002)",politolog,99.52,Kołodziej Ewa,KO,,,,,
13-10-2019,Sojusz Lewicy Demokratycznej,31,Katowice,22262,12-11-2019,brak,"Koalicyjny Klub Poselski Lewicy (Nowa Lewica, Razem)",Gliwice,14-10-1980,wyższe,"Uniwersytet Śląski, Wydział Filologiczny, kulturoznawstwo - magister (2005)",zawodowy działacz organizacji pozarządowej,94.38,Konieczny Maciej,Lewica,,,,,
13-10-2019,Koalicja Obywatelska,26,Słupsk,13286,12-11-2019,"poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Słupsk,24-03-1974,wyższe,"Wyższa Szkoła Pedagogiczna, Wydział Filozoficzno-Historyczny, Historia - magister (1999)Zachodniopomorska Szkoła Biznesu, zarządzanie biznesem (2001) - studia podyplomowe",historyk,99.72,Konwiński Zbigniew,KO,sekretarz klubu,sekretarz,,,
13-10-2019,Sojusz Lewicy Demokratycznej,27,Bielsko-Biała,22055,12-11-2019,brak,"Koalicyjny Klub Poselski Lewicy (Nowa Lewica, Razem)",Opole,22-11-1974,wyższe,"Uniwersytet Śląski, Wydział Prawa i Administracji, prawnik - magister (1999)Uniwersytet Śląski, wycena i gospodarka nieruchomościami (2001) - studia podyplomoweSzkoła Główna Handlowa w Warszawie, zarządzanie projektem w ramach funduszy UE (2004) - studia podyplomoweUniwersytet Ekonomiczny w Katowicach, kontrola finansowa i audyt wewnętrzny w jednostkach sektora finansów publicznych (2006) - studia podyplomowe",prawnik,98.72,Koperski Przemysław,Lewica,,,,,
13-10-2019,Sojusz Lewicy Demokratycznej,30,Bielsko-Biała,14973,12-11-2019,brak,"Koalicyjny Klub Poselski Lewicy (Nowa Lewica, Razem)",Rydułtowy,12-07-1990,wyższe,"Uniwersytet Ekonomiczny w Katowicach, Ekonomia, ekonomia - licencjat (2013)Uniwersytet Ekonomiczny w Katowicach, zarządzanie, zarządzanie - magister (2015)",ekonomista,96.71,Kopiec Maciej,Lewica,,,,,
13-10-2019,Konfederacja Wolność i Niepodległość,19,Warszawa,60385,12-11-2019,poseł I kadencji,Koło Poselskie Konfederacja,Warszawa,27-10-1942,wyższe,"Uniwersytet Warszawski, Wydział Filozofii, mgr filozofii - magister (1967)",publicysta,87.31,Korwin-Mikke Janusz,Konfederacja,,,,,
13-10-2019,Polskie Stronnictwo Ludowe,15,Tarnów,33784,12-11-2019,poseł VIII kadencji,"Klub Parlamentarny Koalicja Polska - PSL, UED, Konserwatyści",Kraków,10-08-1981,wyższe,"Uniwersytet Jagielloński w Krakowie, Wydział Lekarski, Lekarz - lekarz (2006)Uniwersytet Jagielloński w Krakowie, nauki medyczne - doktor (2010)",lekarz medycyny,92.84,Kosiniak-Kamysz Władysław,KP,przewodniczący klubu,przewodniczący,doktor,,
13-10-2019,Prawo i Sprawiedliwość,35,Olsztyn,11257,12-11-2019,"poseł VI kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Ełk,23-04-1977,wyższe,"Uniwersytet Warmińsko-Mazurski, Administracja, Prawo i administracja - magister (2002)Instytut Nauk Ekonomicznych PAN, Executive Master of Business Administration (2018) - studia podyplomowe",prawnik,98.48,Kossakowski Wojciech,PiS,,,,,
13-10-2019,Koalicja Obywatelska,21,Opole,17026,12-11-2019,poseł VIII kadencji,"Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Kluczbork,07-03-1974,wyższe,"Uniwersytet Opolski, Wydział Humanistyczno-Historyczny, Politologia i nauki społeczne - magister (1998)Wyższa Szkoła Zarządzania i Administracji w Opolu, Zarządzanie w administracji rządowej i samorządowej (2001) - studia podyplomoweAkademia Obrony Narodowej, Bezpieczeństwo narodowe (2003) - studia podyplomowe",politolog,99.43,Kostuś Tomasz,KO,,,,,
13-10-2019,Prawo i Sprawiedliwość,17,Radom,12619,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Radom,31-03-1976,wyższe,"Politechnika Radomska, Wydział Ekonomiczny, Ekonomia - magister (2001)Uniwersytet Marii Curie-Skłodowskiej w Lublinie, Wydział Prawa, Prawo - magister (2003)",ekonomista prawnik,99.76,Kosztowniak Andrzej,PiS,,,,,
13-10-2019,Sojusz Lewicy Demokratycznej,41,Szczecin,7557,12-11-2019,brak,"Koalicyjny Klub Poselski Lewicy (Nowa Lewica, Razem)",Gryfino,01-02-1977,wyższe,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Anglistyki, filologia angielska - magister (2016)",filolog angielski,92.81,Kotula Katarzyna,Lewica,,,,,
13-10-2019,Koalicja Obywatelska,13,Kraków,76720,12-11-2019,"poseł V kadencji, poseł VI kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Rzeszów,22-07-1975,wyższe,"Uniwersytet Jagielloński w Krakowie, Wydział Historyczny, historia - magister (1999)Instytut Studiów Politycznych PAN, nauki polityczne - doktor (2011)Instytut Studiów Politycznych PAN, nauki społeczne - doktor habilitowany (2019)",nauczyciel akademicki,94.0,Kowal Paweł,KO,,,profesor doktor habilitowany (2019),,
13-10-2019,Prawo i Sprawiedliwość,18,Siedlce,50680,12-11-2019,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Żabianka,15-07-1956,wyższe,"Uniwersytet Warszawski, Wydział Matematyki, Matematyka - magister (1979)",parlamentarzysta,99.86,Kowalczyk Henryk,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,21,Opole,20973,12-11-2019,brak,Klub Parlamentarny Prawo i Sprawiedliwość,Opole,11-04-1978,wyższe,"Uniwersytet Łódzki, Wydział Prawa i Administracji, administracja - magister (2004)Uniwersytet Łódzki, Wydział Prawa i Administracji, prawo - magister (2008)Uniwersytet Warszawski, Wydział Prawa i Administracji, prawo spółek (2011) - studia podyplomowe",prawnik,97.81,Kowalski Janusz,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,4,Bydgoszcz,12414,12-11-2019,"poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Warszawa,11-08-1979,wyższe,"Uniwersytet Warszawski, Wydział Prawa i Administracji, Prawo - magister (2003)Aplikacja prokuratorska (2006)",adwokat,98.88,Kownacki Bartosz,PiS,,,,,
