election_date,list,district_id,constituency_city,votes_count,oath_date,seniority,party_full,city_of_birth,date_of_birth,education,finished_school,occupation,voting_participation,name,party_short,additional_info,party_function,academic_degree,sejm_function,mandate_expiry_date
13-10-2019,Konfederacja Wolność i Niepodległość,3,Wrocław,19617,12-11-2019,brak,Koło Poselskie Konfederacja,Warszawa,25-04-1981,wyższe,"Uniwersytet Wrocławski, Wydział Prawa, Administracji i Ekonomii, Prawo - magister (2010)Akademia Wojsk Lądowych we Wrocławiu, Zarządzanie Kryzysowe (2017) - studia podyplomowe",prawnik,89.95,Tuduj Krzysztof,Konfederacja,,,,,
13-10-2019,Prawo i Sprawiedliwość,6,Lublin,54915,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Lublin,30-12-1981,wyższe,"Politechnika Lubelska, Elektrotechnika i Informatyka, Elektrotechnika - magister inżynier (2005)Wyższa Szkoła Przedsiębiorczości i Administracji, Zarządzanie w administracji i samorządzie terytorialnym (2006) - studia podyplomowe",informatyk,100.0,Tułajew Sylwester,PiS,,,,,
13-10-2019,Polskie Stronnictwo Ludowe,23,Rzeszów,17086,12-11-2019,poseł VIII kadencji,Koło Poselskie Kukiz'15 - Demokracja Bezpośrednia,Warszawa,11-04-1979,wyższe,"Uniwersytet Warszawski, Wydział Prawa i Administracji, Prawo - magister (2004)Europejski Instytut Uniwersytecki we Florencji, Wydział Historii, Nauki humanistyczne - doktor (2011)",wykładowca akademicki,74.17,Tyszka Stanisław,Kukiz15,,,doktor,,
13-10-2019,Koalicja Obywatelska,24,Białystok,17185,12-11-2019,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Białystok,07-06-1963,średnie ogólne,II Liceum Ogólnokształcące w Białymstoku (1983),wydawca,99.21,Tyszkiewicz Robert,KO,,,,,
13-10-2019,Sojusz Lewicy Demokratycznej,39,Poznań,33373,12-11-2019,brak,"Koalicyjny Klub Poselski Lewicy (Nowa Lewica, Razem)",Poznań,26-08-1975,wyższe,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Nauk Społecznych, Filozofia - Życie publiczne - magister (2009)",filozofka,96.19,Ueberhan Katarzyna,Lewica,wiceprzewodnicząca klubu,wiceprzewodnicząca,,,
13-10-2019,Koalicja Obywatelska,36,Kalisz,17767,12-11-2019,"poseł V kadencji, poseł VI kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Ostrów Wielkopolski,07-08-1966,wyższe,"Katolicki Uniwersytet Lubelski, Wydział Filozofii, Filozofia teoretyczna - magister (1991)Uniwersytet Warszawski, Wydział Zarządzania, Zarządzanie - magister (1999)",logik,98.31,Urbaniak Jarosław,KO,,,,,
13-10-2019,Konfederacja Wolność i Niepodległość,25,Gdańsk,14918,12-11-2019,brak,Koło Poselskie Konfederacja,Gdynia,24-11-1990,wyższe,"Akademia Marynarki Wojennej, Wydział Dowodzenia i Operacji Morskich, Bezpieczeństwo Narodowe - licencjat (2017)Wyższa Szkoła Administracji i Biznesu im. E. Kwiatkowskiego w Gdyni, Zarządzanie Projektami (2018) - studia podyplomowe",przedsiębiorca,96.36,Urbaniak Michał,Konfederacja,,,,,
13-10-2019,Prawo i Sprawiedliwość,22,Krosno,20740,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Sanok,11-08-1976,wyższe,"Uniwersytet Jagielloński, Wydział Historyczny, Historia - magister (2001)Uniwersytet Rzeszowski, Nauki Humanistyczne - doktor (2007)",parlamentarzysta,97.55,Uruski Piotr,PiS,,,doktor,,
13-10-2019,Prawo i Sprawiedliwość,20,Warszawa,13665,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Warszawa,20-05-1977,wyższe,"Politechnika Warszawska, Wydział Elektroniki i Technik Informacyjnych, Elektronika - inżynieria komputerowa - magister inżynier (2004)Szkoła Główna Handlowa w Warszawie, Nauki o zarządzaniu (2006) - studia podyplomoweAkademia Leona Koźmińskiego w Warszawie, Psychologia biznesu (2010) - studia podyplomowe",parlamentarzysta,99.38,Uściński Piotr,PiS,,,,,
13-10-2019,Koalicja Obywatelska,25,Gdańsk,61805,12-11-2019,"poseł V kadencji, poseł VI kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Gdańsk,13-09-1976,wyższe,"Uniwersytet Świętego Krzyża, Worcester Massachusetts USA, Politologia - magister (2000)Uniwersytet Gdański, Politologia, Europeistyka i Przemiany Globalne - magister (2014)",politolog,98.45,Wałęsa Jarosław,KO,,,,,
13-10-2019,Prawo i Sprawiedliwość,23,Rzeszów,28495,12-11-2019,brak,Klub Parlamentarny Prawo i Sprawiedliwość,Nisko,13-07-1980,wyższe,"Uniwersytet Warszawski, Wydział Prawa i Administracji, Prawo - magister (2004)Uniwersytet Warszawski, Wydział Prawa i Administracji, Prawo - doktor (2009)Uniwersytet Warszawski, Wydział Prawa i Administracji, Prawo - doktor habilitowany (2018)",adwokat,97.83,Warchoł Marcin,PiS,,,doktor habilitowany,,
13-10-2019,Prawo i Sprawiedliwość,18,Siedlce,10767,12-11-2019,"poseł VI kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Mińsk Mazowiecki,18-12-1955,wyższe,"Katolicki Uniwersytet Lubelski, Wydział Filozofii Chrześcijańskiej, Socjologia - magister (1979)Uniwersytet Warszawski, Profilaktyka społeczna i resocjalizacja (1998) - studia podyplomowe",socjolog,99.14,Wargocka Teresa,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,32,Katowice,20354,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Jaworzno,13-08-1976,wyższe,"Uniwersytet Śląski, Wydział Nauk Społecznych, Politologia - magister (2002)Uniwersytet Śląski Wydział Prawa i Administracji, Prawo gospodarcze i handlowe (2009) - studia podyplomowe",politolog,99.98,Warwas Robert,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,23,Rzeszów,18913,12-11-2019,"poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Jodłowa,21-04-1959,wyższe,"Akademia Rolnicza w Krakowie, Wydział Ekonomiki Produkcji i Obrotu Rolnego - magister inżynier (1985)",ekonomista,98.17,Warzecha Jan,PiS,,,,,
13-10-2019,Koalicja Obywatelska,35,Olsztyn,10982,12-11-2019,poseł VIII kadencji,"Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Ostrowiec Świętokrzyski,10-01-1958,wyższe,"Akademia Rolniczo-Techniczna w Olsztynie, Technologia Żywności, Technologia żywności - magister inżynier (1982)Instytut Kształcenia Nauczycieli im. Spasowskiego w Warszawie, Pedagogika i pedagogika specjalna (1985) - studia podyplomoweBałtycka Wyższa Szkoła Humanistyczna w Koszalinie, Menadżer oświaty (1996) - studia podyplomowe",poseł,98.3,Wasilewska Anna,KO,Zmarła,,,,06-04-2021
13-10-2019,Prawo i Sprawiedliwość,13,Kraków,140692,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Kraków,16-03-1978,wyższe,"Uniwersytet Jagielloński w Krakowie, Wydział Prawa i Administracji, Prawo - magister (2002)",adwokat,99.34,Wassermann Małgorzata,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,33,Kielce,6750,12-11-2019,brak,Klub Parlamentarny Prawo i Sprawiedliwość,Kielce,31-12-1967,wyższe,"Uniwersytet Warszawski, Wydział Dziennikarstwa i Nauk Politycznych, Nauki Polityczne - magister (1993)Uniwersytet Warszawski, Wydział Prawa i Administracji, Prawo - magister (2005)Akademia Humanistyczna im. Aleksandra Gieysztora, Nauki Społeczne (2006) - studia doktoranckieUniwersytet Warszawski, Nauki Społeczne - doktor habilitowany (2014)",nauczyciel akademicki,86.86,Wawrzyk Piotr,PiS,,,doktor habilitowany,,
13-10-2019,Prawo i Sprawiedliwość,16,Płock,14280,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Warszawa,16-10-1969,wyższe,"Uniwersytet Warszawski, Wydział Historyczny, Archeologia - magister (1994)",archeolog,98.19,Wąsik Maciej,PiS,,,,,
13-10-2019,Koalicja Obywatelska,6,Lublin,15062,12-11-2019,brak,"Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Kraśnik,26-02-1969,wyższe,"Uniwersytet Mrii Curie-Skłodowskiej, Wydział Artystyczny, Artystyczny - magister (1994)Lubelska Szkoła Wyższa, Zarządzanie Placówkami Oświatowymi (2012) - studia podyplomoweLubelska Szkoła Wyższa, Zarządzaniew Zasobami Ludzkimi (2019) - studia podyplomowe",przedstawiciel władzy samorządowej,99.29,Wcisło Marta,KO,,,,,
13-10-2019,Prawo i Sprawiedliwość,23,Rzeszów,26746,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Tarnobrzeg,01-09-1981,wyższe,"Wyższa Szkoła Prawa i Administracji, Wydział Prawa i Administracji, Prawo i administracja - magister (2007)",prawnik,99.1,Weber Rafał,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,31,Katowice,6091,12-11-2019,brak,Klub Parlamentarny Prawo i Sprawiedliwość,Ruda Śląska,03-05-1972,wyższe,"Uniwersytet Śląski w Katowicach, Wydział Teologiczny, Telogia - licencjat (2003)",przedsiębiorca,94.05,Wesoły Marek,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,14,Nowy Sącz,10900,12-11-2019,brak,Klub Parlamentarny Prawo i Sprawiedliwość,Nowy Sącz,09-03-1986,wyższe,"Wyższa Szkoła Biznesu NLU - Nowy Sącz, Wydział Studiów Politycznych, politologia - licencjat (2008)Wyższa Szkoła Biznesu NLU - Nowy Sącz, Wydział Studiów Politycznych, politologia - magister (2010)Państwowa Wyższa Szkoła Zawodowa w Nowym Sączu, Studia Przygotowania Pedagogicznego (2010) - studia podyplomoweWyższa Szkoła Przedsiębiorczości i Marketingu w Chrzanowie, Menadżer Ekonomii Społecznej (2011) - studia podyplomoweWyższa Szkoła Biznesu NLU - Nowy Sącz, Wydział Przedsiębiorczości i Zarządzania, zarządzanie - magister (2012)Wyższa szkoła Biznesu i Przedsiębiorczości w Ostrowcu Świętokrzyskim, zarządzanie instytucją oświatową w zreformowanym systemie edukacji (2012) - studia podyplomoweUniwersytet Jagielloński w Krakowie, Mediacja i inne metody alternatywnego rozwiązywania spraw (2012) - studia podyplomoweUniwersytet Ekonomiczny w Krakowie, MBA in Public Management (2018) - studia podyplomoweUniwersytet Mikołaja Kopernika w Toruniu, audyt wewnętrzny sektora finansów publicznych (2019) - studia podyplomowe",menadżer,99.43,Wicher Patryk,PiS,,,,,
13-10-2019,Sojusz Lewicy Demokratycznej,41,Szczecin,24924,12-11-2019,brak,"Koalicyjny Klub Poselski Lewicy (Nowa Lewica, Razem)",Szczecin,23-05-1965,wyższe,"Politechnika Szczecińska, Wydział Elektryczny, Elektroenergetyka - magister inżynier (1989)Uniwersytet Ekonomiczny w Poznaniu, Organizacja i zarządzanie gospodarką turystyczną (1994) - studia podyplomoweUniwersytet Szczeciński, Prawo administracyjne i samorządowe (2001) - studia podyplomowe",inżynier elektryk,98.12,Wieczorek Dariusz,Lewica,sekretarz klubu,sekretarz,,,
13-10-2019,Koalicja Obywatelska,2,Wałbrzych,15399,12-11-2019,"poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Nowa Ruda,04-10-1973,wyższe,"Akademia Ekonomiczna we Wrocławiu, Wydział Gospodarki Regionalnej i Turystyki, Marketing - magister (1997)Uniwersytet Wrocławski, Dziennikarstwo i zarządzanie informacją Public Relations (2005) - studia podyplomoweAkademia Ekonomiczna we Wrocławiu, Menadżerskie Studium Podyplomowe, Obsługa i wykorzystanie funduszy unijnych wspierających polską samorządność i przedsiębiorczość (2007) - studia podyplomoweSzkoła Główna Handlowa w Warszawie, Zarządzanie i finansowanie infrastruktury drogowej (2012) - studia podyplomowe",ekonomista,98.6,Wielichowska Monika,KO,,,,,
13-10-2019,Koalicja Obywatelska,21,Opole,6436,12-11-2019,poseł VIII kadencji,"Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Ostrów Wielkopolski,23-10-1960,wyższe,"Uniwersytet Wrocławski, Wydział Nauk Przyrodniczych, Geologia - magister (1984)",pracownik administracji samorządowej,96.29,Wilczyński Ryszard,KO,,,,,
13-10-2019,Prawo i Sprawiedliwość,34,Elbląg,18620,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Elbląg,15-03-1955,wyższe,"Wyższa Szkoła Zarządzania i Przedsiębiorczości w Warszawie, Wydział Zarządzania i Marketingu, Zarządzanie organizacjami - licencjat (2002)",parlamentarzysta,99.46,Wilk Jerzy,PiS,Zmarł,,,,16-05-2021
13-10-2019,Konfederacja Wolność i Niepodległość,24,Białystok,22639,12-11-2019,poseł VIII kadencji,Koło Poselskie Konfederacja,Zgorzelec,18-07-1985,średnie ogólne,Liceum Ogólnokształcące im. Adama Mickiewicza w Lubaniu (2004),publicysta,92.33,Winnicki Robert,Konfederacja,,,,,
13-10-2019,Koalicja Obywatelska,36,Kalisz,36120,12-11-2019,"senator VI kadencji, senator VII kadencji, poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Koźminek,14-04-1971,wyższe,"Uniwersytet im. A. Mickiewicza w Poznaniu, Wydział Nauk Społecznych, Politologia - magister (1997)Uniwersytet im. A. Mickiewicza w Poznaniu, Nauki humanistyczne - doktor (2005)",politolog,96.98,Witczak Mariusz,KO,,,doktor,,
13-10-2019,Prawo i Sprawiedliwość,1,Legnica,46171,12-11-2019,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Jawor,17-12-1957,wyższe,"Uniwersytet Wrocławski, Wydział Filozoficzno-Historyczny, Historia - magister (1980)Uniwersytet Wrocławski, Instytut Historii, Wiedza o Unii Europejskiej (1996) - studia podyplomowe",parlamentarzysta,98.26,Witek Elżbieta,PiS,,,,Marszałek Sejmu od 12-11-2019,
13-10-2019,Koalicja Obywatelska,35,Olsztyn,7391,04-05-2021,brak,"Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Suwałki,29-02-1960,wyższe,"Wyższa Szkoła Finansów i Zarządzania w Białymstoku, Wydział Finansów i Informatyki, Finanse i bankowość - licencjat (2003)Wyższa Szkoła Finansów i Zarządzania w Białymstoku Filia w Ełku, Doradztwo zawodowe (2010) - studia podyplomowe",finansista,98.98,Wojciechowska Anna,KO,,,,,
13-10-2019,Prawo i Sprawiedliwość,10,Piotrków Trybunalski,25575,12-11-2019,"senator VII kadencji, senator VIII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Rawa Mazowiecka,25-08-1960,wyższe,"Szkoła Główna Gospodarstwa Wiejskiego w Warszawie, Wydział Rolniczy, Rolnictwo - magister inżynier (1986)Politechnika Łódzka, Informatyka (2000) - studia podyplomowe",rolnik,99.88,Wojciechowski Grzegorz,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,33,Kielce,18333,12-11-2019,brak,Klub Parlamentarny Prawo i Sprawiedliwość,starachowice,23-10-1967,wyższe,"Wyższa Szkoła Pedagogiczna w Kielcach, Wydział Matematyczno-Przyrodniczy, matematyka - magister (1990)Politechnika Świętokrzyska w Kielcach, informatyki (1999) - studia podyplomoweCentrum Doskonalenia Kadr Oświatowych Starachowice, organizacja i zarządzanie oświatą (2003) - studia podyplomoweCentrum Doskonalenia Kadr Oświatowych Starachowice, oligofrenopedagogika (2012) - studia podyplomoweCentrum Doskonalenia Kadr Oświatowych Starachowice, andragogika przygotowująca do pracy z dorosłymi (2012) - studia podyplomowe",nauczyciel,99.57,Wojtyszek Agata Katarzyna,PiS,,,,,
13-10-2019,Sojusz Lewicy Demokratycznej,28,Częstochowa,18527,12-11-2019,brak,"Koalicyjny Klub Poselski Lewicy (Nowa Lewica, Razem)",Szczawno-Zdrój,25-02-1956,wyższe,"Śląska Akademia Medyczna, Wydział Lekarski - lekarz (1980)Uniwersytet Śląski, Wydział Prawa i Zarządzania (2002) - studia podyplomoweUniwersytet Śląski, Prawa i Zarządzania (2002) - studia podyplomowe",lekarz medycyny,99.22,Wolski Zdzisław,Lewica,,,,,
13-10-2019,Sojusz Lewicy Demokratycznej,8,Zielona Góra,18950,12-11-2019,"poseł IV kadencji, poseł V kadencji, poseł VI kadencji, poseł VII kadencji","Koalicyjny Klub Poselski Lewicy (Nowa Lewica, Razem)",Słubice,29-09-1967,wyższe,"Politechnika Zielonogórska, Wydział Podstawowych Problemów Techniki, Zarządzanie i Marketing - magister inżynier (1988)Wyższa Szkoła Turystyki i Rekreacji (Warszawa), zarządzanie instytucjami sportowo-rekreacyjnymi (2007) - studia podyplomowe",ekonomista,94.5,Wontor Bogusław,Lewica,,,,,
13-10-2019,Prawo i Sprawiedliwość,30,Bielsko-Biała,37763,12-11-2019,brak,Klub Parlamentarny Prawo i Sprawiedliwość,Racibórz,08-02-1991,wyższe,"Uniwersytet Jagielloński w Krakowie, Wydział Prawa i Administracji, Prawo - magister (2016)Szkoła Główna Handlowa w Warszawie, studia menadżerskie (2018) - studia podyplomowe",prawnik,95.07,Woś Michał,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,18,Siedlce,19082,12-11-2019,"poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Garwolin,18-12-1968,wyższe,"Uniwersytet Warszawski, Wydział Geografii i Studiów Regionalnych, Instytut Krajów Rozwijających się - Ameryka Łacińska - magister (1992)Uniwersytet Warszawski, Centrum Studiów Latynoamerykańskich CESLA, Wiedza o Ameryce Łacińskiej (1994) - studia podyplomowe",parlamentarzysta,98.81,Woźniak Grzegorz Adam,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,11,Sieradz,17923,12-11-2019,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Kutno,15-01-1960,wyższe,"Wyższa Szkoła Pedagogiczna w Olsztynie, Wydział Humanistyczny, Historia - magister (1985)Uniwersytet Warszawski, Samorząd terytorialny i rozwój lokalny (1992) - studia podyplomoweWyższa Szkoła Administarcji Publicznej w Łodzi, Administracja publiczna (2000) - studia podyplomowe",historyk,99.69,Woźniak Tadeusz,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,31,Katowice,8315,12-11-2019,"poseł V kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Kraków,17-04-1971,wyższe,"Uniwersytet Ślaski w Katowicach, Wydział Prawa, Prawo - magister (1994)Wyższa Szkoła Bankowości i Finansów w Katowicach, Rozwój podmiotów gospodarczych (1998) - studia podyplomoweUniwersytet Śląski, Wydział Nauk Społecznych, nauk społecznych - nauk o polityce - doktor (2017)",polityk,99.86,Wójcik Michał,PiS,,,doktor,,
13-10-2019,Prawo i Sprawiedliwość,39,Poznań,22181,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Poznań,13-03-1975,wyższe,"Uniwersytet im. A. Mickiewicza w Poznaniu, Wydział Prawa i Administracji, Prawo - magister (2000)Reński Uniwersytet Fryderyka Wilhelma w Bonn, Prawo państwowe - magister (2003)Uniwersytet im. A. Mickiewicza w Poznaniu, Nauk prawnych - doktor (2009)",parlamentarzysta,95.34,Wróblewski Bartłomiej,PiS,,,doktor,,
13-10-2019,Prawo i Sprawiedliwość,35,Olsztyn,14170,12-11-2019,brak,Koło Parlamentarne Porozumienie Jarosława Gowina,Wrocław,13-12-1985,wyższe,"Uniwersytet Warmińsko-Mazurski, Wydział Humanistyczny, stosunki międzynarodowe - licencjat (2007)Uniwersytet Warmińsko-Mazurski, Wydział Nauk Społecznych, politologia - magister (2009)",politolog,97.33,Wypij Michał,Porozumienie,przewodniczący koła,przewodniczący,,,
13-10-2019,Prawo i Sprawiedliwość,18,Siedlce,9143,12-11-2019,"poseł IV kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Kamień Pomorski,06-08-1967,wyższe,"Uniwersytet Szczeciński, Wydział Humanistyczny, Pedagogika - magister (1993)Szkoła Główna Gospodarstwa Wiejskiego w Warszawie, Bankowość i finanse (2001) - studia podyplomowe",urzędnik państwowy,99.24,Zagórski Marek,PiS,,,,,
13-10-2019,Koalicja Obywatelska,20,Warszawa,12248,12-11-2019,"poseł I kadencji, poseł V kadencji, poseł VI kadencji",Koło Parlamentarne Polska 2050,Warszawa,25-09-1964,wyższe,"Uniwersytet Warszawski, Wydział Historyczny, historia - magister (1990)",konsultant,97.24,Zalewski Paweł,Polska2050,,,,,
13-10-2019,Sojusz Lewicy Demokratycznej,19,Warszawa,140898,12-11-2019,brak,"Koalicyjny Klub Poselski Lewicy (Nowa Lewica, Razem)",Aalbore,04-12-1979,wyższe,"Uniwersytet Warszawski, Wydział Historyczny, Historia - magister (2002)Uniwersytet Warszawski, Wydział Historyczny, Historia - doktor (2007)",programista,97.17,Zandberg Adrian,Lewica,,,doktor,,
13-10-2019,Sojusz Lewicy Demokratycznej,21,Opole,19206,12-11-2019,brak,"Koalicyjny Klub Poselski Lewicy (Nowa Lewica, Razem)",Katowice,03-05-1989,wyższe,"Uniwersytet Warszawski, Wydział Dziennikarstwa i Nauk Społecznych, Polityka Społeczna - licencjat (2012)",specjalista polityki społecznej,90.33,Zawisza Marcelina,Lewica,pierwsza wiceprzewodnicząca klubu,pierwsza wiceprzewodnicząca,,,
13-10-2019,Prawo i Sprawiedliwość,7,Chełm,24346,12-11-2019,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Krasnobród,09-06-1963,wyższe,"Katolicki Uniwersytet Lubelski, Wydział Humanistyczny, Historia - magister (2004)Wyższa Szkoła Menadżerska w Warszawie, Executive Master of Business Administration (2016) - studia podyplomowe",parlamentarzysta,92.53,Zawiślak Sławomir,PiS,,,,,
